Address,Price,Radius,Beds,Bath
"Linda   Road, 7187",110837,51,3,2
"Abbotswell  Pass, 4079",338191,47,5,2
"Blenkarne  Street, 9061",205853,15,5,1
"Clarks  Hill, 3624",369681,67,2,2
"Birkenhead   Walk, 2649",439282,7,5,2
"Bel   Pass, 2434",487019,18,1,1
"Amwell    Way, 5160",152760,99,3,1
"Norfolk  Tunnel, 138",252761,89,2,2
"Bagford   Route, 4248",427161,5,5,3
"Blackpool  Vale, 7752",228776,2,5,3
"Queen Caroline   Rue, 3752",486525,77,5,2
"Aberavon  Crossroad, 4820",355113,98,2,3
"Fair Tunnel, 4145",132588,53,5,3
"West Walk, 1330",110048,11,2,3
"Archery  Pass, 8310",490264,48,2,1
"Castle Way, 4805",102181,40,1,2
"Cavendish Drive, 1601",82453,61,1,2
"Queen Route, 2138",268412,94,1,1
"Armory  Tunnel, 8365",347665,61,3,2
"Enderby   Rue, 6996",275914,4,4,3
"Norfolk  Lane, 676",107967,82,2,3
"Blandford  Drive, 614",273235,25,3,2
"Durnford  Way, 4930",289350,20,1,3
"Western   Way, 4544",406714,70,1,2
"Vincent  Grove, 5700",305542,29,3,1
"Boadicea   Vale, 3565",107233,80,1,3
"Cam  Walk, 1654",212351,96,5,3
"Dunsley  Street, 9700",430514,63,2,1
"Chelsea Manor  Way, 3361",102027,16,3,2
"Cleveland  Avenue, 9281",483278,4,2,3
"Wager   Vale, 4047",230527,92,4,1
"Apsley    Tunnel, 4319",384328,17,4,1
"Baltic  Way, 7222",344104,20,1,1
"Enford   Road, 116",334949,70,2,3
"Babmaes    Tunnel, 3979",461449,63,4,2
"Bolingbroke  Hill, 4444",369819,47,1,2
"Kingly  Lane, 3726",498558,79,2,1
"Queen Street, 3093",428920,22,5,3
"Chicksand  Route, 7678",149371,37,2,2
"Blore  Road, 8285",292701,90,4,1
"Cedarne  Tunnel, 9427",379462,97,4,1
"Chicksand  Way, 6363",459559,5,3,2
"Adams  Alley, 723",234514,95,4,3
"Byland  Rue, 4898",93765,71,5,1
"Bennett  Hill, 4574",450481,63,1,3
"Cingworth  Route, 1099",161830,10,4,3
"Ely  Vale, 3107",193443,87,1,1
"Sherwood  Pass, 1293",477013,7,2,3
"Dunton  Grove, 6348",165086,87,5,1
"Elf  Street, 202",242602,42,3,1
"Betton  Drive, 1615",435224,89,5,2
"Lonsdale  Street, 7784",430767,64,2,3
"Bicknell  Boulevard, 9409",301645,84,5,1
"Ellerman   Avenue, 9926",149991,79,4,2
"Empress  Tunnel, 8906",252225,65,5,1
"Apollo  Drive, 929",129026,27,3,1
"Badric  Crossroad, 4096",155026,68,2,1
"College  Alley, 8687",309750,54,4,3
"Andsell    Vale, 6338",96589,20,4,2
"Falconberg   Lane, 3967",495197,33,4,3
"Bury  Crossroad, 3836",306812,55,2,2
"Collins  Hill, 9887",97940,43,2,1
"Clavell   Road, 8720",101462,14,3,1
"Camera  Grove, 721",83503,68,3,2
"North Road, 2441",208094,61,2,2
"Baylis  Avenue, 66",495951,50,1,3
"Carlton  Way, 9968",395545,40,3,3
"Bigland  Avenue, 8748",137002,28,4,2
"West Boulevard, 4962",439233,80,2,2
"Walnut Pass, 7551",416054,3,4,3
"Arundel   Crossroad, 1234",335467,24,3,1
"Bempton   Alley, 3066",175554,97,4,1
"Bayberry Route, 1580",199248,62,5,3
"Sheffield Avenue, 1261",365158,91,2,1
"Kimberley  Tunnel, 9543",215413,87,4,1
"Cardinal Pass, 5589",69100,24,2,2
"Belmont Park Street, 5859",424664,54,3,1
"Adelaide  Way, 4817",235703,68,1,2
"Belgrave  Drive, 9339",198749,21,1,3
"Woodland Boulevard, 9113",92382,1,4,3
"Collins  Way, 2892",219587,58,2,3
"Bletchley   Hill, 8676",215544,67,5,2
"Chatfield  Avenue, 9548",138678,55,5,1
"Ely  Way, 7118",63608,14,4,2
"Howard Rue, 7383",291065,77,2,3
"Kinglake  Street, 359",95476,87,3,1
"Archery  Alley, 9625",296331,26,2,1
"Wadham  Drive, 8970",253763,80,3,3
"Elia   Hill, 3466",244145,60,3,2
"Bigland  Vale, 8321",454319,68,4,2
"Geffrye   Lane, 960",358773,54,2,1
"Comet House  Pass, 4828",448140,27,2,3
"Kilner   Crossroad, 829",484353,72,5,1
"Geary   Rue, 6695",170117,89,3,2
"Bective  Vale, 6488",313062,62,3,2
"Oxford Walk, 7665",170549,25,3,2
"Waldram Park  Crossroad, 5466",199691,31,3,1
"Arthur  Pass, 9331",478987,87,4,2
"Bazely   Grove, 4192",341758,71,4,2
"Collins  Crossroad, 3002",342449,67,2,3
"Howard Boulevard, 6973",261623,32,4,3
"Caslon   Vale, 9341",307399,2,3,2
"Anns  Pass, 6312",387977,92,5,3
"Adelaide  Boulevard, 6195",292814,86,4,1
"Adams  Tunnel, 6827",341488,16,3,1
"Elgood   Tunnel, 4830",294207,1,5,2
"Underwood  Avenue, 764",360814,26,5,1
"Chestnut  Rue, 8987",388289,42,5,2
"North Alley, 9305",260626,81,3,3
"Durweston   Tunnel, 9241",436995,97,3,3
"Beechen  Vale, 2084",458056,5,3,1
"Mariner   Hill, 8488",319789,82,5,3
"Clifton  Walk, 8959",384179,59,3,2
"Garfield Hill, 747",139213,29,4,2
"Canon Vale, 8306",177810,57,2,2
"Birkenhead   Rue, 8448",215146,47,3,1
"Castile  Alley, 8684",497555,60,5,1
"Vintners  Road, 1174",222519,81,3,1
"Caroline  Vale, 7084",390628,79,4,2
"East Road, 3155",161840,68,2,1
"Sheringham   Road, 3756",105684,98,2,2
"Fairfield  Street, 2037",362383,72,1,3
"St. Jamess  Pass, 9005",389143,80,2,3
"Viscount   Vale, 6100",354215,94,3,1
"Birkin   Hill, 7459",465419,61,2,2
"Thomas  Pass, 2596",423534,12,4,1
"Cingworth  Avenue, 628",81074,51,5,1
"Underwood  Grove, 4948",444809,95,1,2
"Ellerman   Walk, 4477",67326,88,3,2
"Mariner  Grove, 7709",101361,88,2,1
"Lake Way, 9234",355582,61,4,2
"Durham Hill, 6069",245175,61,5,3
"Carlisle  Tunnel, 458",344601,10,5,1
"Thomas  Walk, 7915",160605,21,4,1
"Endsleigh  Tunnel, 9548",333408,47,1,1
"Tiptree   Hill, 1983",201859,33,5,1
"Bede  Crossroad, 6047",169787,60,4,2
"Birkbeck  Pass, 4594",399512,55,1,3
"Waldram Park  Vale, 4332",230228,8,2,2
"Balfe   Rue, 8038",114273,75,3,2
"Bingham   Crossroad, 3172",399554,92,4,3
"Lake Street, 9795",326581,7,4,3
"Queen Avenue, 8530",462620,3,2,3
"Monroe Walk, 9368",163341,55,4,3
"Dunstable   Walk, 1234",431524,22,1,2
"Durweston   Vale, 9998",331209,30,2,3
"Sherwood  Grove, 7858",54819,59,4,3
"Oxford Drive, 2259",373665,8,3,1
"Lexington Route, 5249",219317,8,4,3
"Chalcot  Crossroad, 7667",431434,60,2,3
"Glenwood Crossroad, 2920",379391,10,1,2
"Bloomsbury  Vale, 2412",481308,95,2,1
"College  Lane, 1286",110697,73,2,3
"Ashley Avenue, 2486",150665,44,1,2
"Elba  Road, 1631",493609,42,1,3
"Egerton  Lane, 9871",494408,33,4,3
"Bazely   Tunnel, 4178",106596,52,4,2
"Boleyn  Way, 7127",445078,2,5,2
"Charnwood   Road, 5082",345920,1,5,3
"Arctic   Alley, 9725",286452,27,2,3
"Becher  Vale, 1473",229276,53,1,2
"Biggerstaff   Crossroad, 980",464569,32,1,2
"Durnford  Grove, 1079",230765,10,2,3
"Falconberg   Avenue, 3300",194529,81,1,1
"Hamilton  Grove, 6003",161510,52,4,3
"Gautrey  Hill, 4795",269687,86,1,1
"Clavell   Route, 7362",358972,91,1,3
"Under  Crossroad, 1238",125081,1,1,1
"Shepherds  Walk, 773",377654,96,3,3
"Camdenhurst   Avenue, 6734",411385,23,4,3
"Gatonby   Way, 9134",156676,15,3,3
"Bolingbroke  Way, 6345",455049,98,2,2
"Hickory   Avenue, 810",277434,75,5,3
"Cave   Route, 7600",456323,62,2,3
"Ellerman   Alley, 8834",352233,43,5,3
"Belmont Park Street, 9297",438124,50,2,2
"Fieldstone Grove, 8279",493020,8,3,3
"Maple Way, 2977",270192,72,1,1
"Epworth  Vale, 3341",289066,33,5,1
"Bellenden   Pass, 2285",297730,47,5,2
"King William  Vale, 6428",162501,52,2,2
"Boleyn  Lane, 9183",289860,79,1,3
"Fairfield  Hill, 1823",369588,81,4,1
"Bishop   Way, 3312",126268,54,3,3
"Tilson  Way, 4339",324839,57,3,3
"Thorndike   Rue, 2393",137538,80,4,1
"Clerkenwell Grove, 9981",291776,82,2,1
"Linden Road, 8402",347469,22,2,1
"Collingwood  Boulevard, 806",492331,80,5,1
"Buttonwood Avenue, 9221",149521,55,1,1
"Thoresby   Drive, 5156",54242,99,4,3
"Waite  Boulevard, 6321",371388,17,4,2
"Bellenden  Way, 9496",204637,12,3,3
"Virgil   Vale, 2116",52352,78,5,3
"Thoresby   Alley, 3161",171505,12,1,1
"Sherlock   Boulevard, 6515",155861,58,2,2
"York Grove, 2688",333324,19,4,3
"Queen Drive, 8774",244086,59,1,2
"Bethwin  Boulevard, 42",145773,74,5,1
"Balfe   Boulevard, 4441",70865,60,2,2
"Cam  Boulevard, 1084",292836,17,3,2
"Linda   Drive, 3756",311859,25,1,1
"Sherlock   Grove, 8386",290921,88,4,1
"Maple Rue, 225",429175,42,1,3
"Arctic   Crossroad, 5832",319035,44,2,2
"Erindale Walk, 8915",239322,63,2,1
"Bury  Way, 6308",270383,83,2,1
"Durweston   Way, 5109",370802,64,1,1
"Liverpool  Alley, 6969",384629,38,4,2
"Chestnut  Walk, 9839",413204,78,3,2
"Beatty  Drive, 1147",164930,42,2,2
"Jackson Route, 3529",315745,91,3,1
"Chestnut Rise Alley, 8848",411397,19,2,1
"Blue Anchor  Street, 6770",162127,58,3,1
"Chart   Way, 6825",75305,78,4,1
"Cardinal Route, 4575",150677,88,3,2
"Longman   Boulevard, 1531",259419,7,2,3
"Spruce Alley, 41",312330,4,3,3
"Battis   Grove, 63",428787,74,3,1
"Hampden  Rue, 5343",107797,84,1,2
"Unwin  Grove, 5793",190295,78,2,3
"College  Avenue, 7837",277675,17,2,1
"St. Johs  Rue, 4732",385068,31,2,3
"Boleyn  Grove, 3820",111281,17,3,3
"Erindale Way, 3369",154181,27,2,1
"Bendall   Grove, 2712",167486,1,5,3
"Ellerman   Street, 3358",310026,7,1,1
"Abbey   Alley, 3838",285699,82,4,3
"Thomas  Street, 1756",325036,94,1,1
"Fairholt   Grove, 2744",452840,0,1,3
"Baltic  Street, 4835",187837,22,1,1
"Bazely   Road, 5583",95300,38,4,3
"Viscount   Drive, 7076",253263,68,2,3
"Epworth  Alley, 6498",81727,95,4,1
"West Alley, 6825",80078,99,2,3
"Billing  Lane, 2175",320455,65,4,3
"Chamberlain  Way, 5105",302012,28,3,2
"Victoria Rise Hill, 4435",194732,74,1,1
"Enderby   Crossroad, 2358",169353,27,1,2
"Gavel   Crossroad, 339",224624,43,5,3
"Blore  Avenue, 8506",64990,65,5,1
"Beechen  Vale, 5104",352850,23,4,1
"Victoria Rise Tunnel, 7451",162385,13,4,3
"Cavell   Drive, 3358",217276,63,2,1
"Calverley  Avenue, 1720",434073,54,4,2
"Pine Way, 2883",90425,23,5,2
"Longman   Pass, 5922",71507,37,1,2
"Cadogan  Tunnel, 1383",181566,23,5,3
"Abbots   Avenue, 6615",58999,65,5,3
"Emden   Boulevard, 8194",356557,1,5,2
"Abourne   Grove, 1599",458267,76,1,2
"Balfe   Pass, 3239",166511,12,4,1
"Dunstable   Road, 5611",192263,70,3,2
"Carltoun   Way, 699",310431,4,5,1
"Chalcot  Walk, 3665",213841,33,1,3
"Edwin   Drive, 3851",263023,82,4,1
"Berry  Boulevard, 7610",289085,23,4,2
"Underwood  Tunnel, 3651",189344,38,5,2
"Edwin   Alley, 3285",373588,23,2,3
"North Drive, 8947",406406,60,1,2
"Coborn  Vale, 8426",446172,84,2,1
"Chelsea Manor  Boulevard, 475",413555,25,3,1
"Cleveland  Road, 545",475130,22,3,1
"Blackall   Road, 7542",315035,27,2,3
"Durnford  Crossroad, 7392",332946,51,1,1
"Lexington Avenue, 4292",295080,53,2,2
"Cheney  Tunnel, 9111",488139,78,4,2
"Canal  Crossroad, 8472",222380,69,2,1
"Aylward   Alley, 2914",305811,93,3,3
"Colombo   Boulevard, 1791",383976,43,5,2
"Beechen  Way, 4001",358948,16,3,1
"West Crossroad, 6153",270046,59,2,2
"Blanchard  Lane, 2457",420999,76,1,3
"Elgood   Vale, 9760",320896,75,4,2
"Lake Pass, 2315",205254,95,1,2
"Meadow Grove, 6964",289726,89,1,2
"Blenkarne  Rue, 795",201967,16,3,2
"Arbutus   Lane, 9176",353942,74,3,1
"Andsell    Grove, 846",231921,82,4,3
"Arlington  Route, 1440",338006,31,5,3
"Bocking   Hill, 2917",441046,2,4,1
"Norland  Lane, 2643",317208,14,5,2
"Camera  Boulevard, 6695",142414,55,3,3
"Heritage Way, 1285",79817,29,3,1
"Vincent  Lane, 6976",429090,53,4,3
"Camdenhurst   Way, 8063",377193,85,5,1
"Clyde Walk, 8104",356108,84,2,1
"Bolingbroke  Avenue, 4346",393870,51,1,2
"Bective  Vale, 8026",378909,7,1,1
"Church Hill, 7513",324961,31,3,2
"Chesterfield  Crossroad, 4782",367393,57,4,2
"Angrave    Boulevard, 3860",250622,29,5,1
"Thurloe   Tunnel, 783",59395,52,3,2
"Norland  Road, 9960",397617,80,5,2
"Baltic  Alley, 693",288351,66,5,2
"Canning  Drive, 589",473489,38,5,1
"Amwell    Grove, 2851",401899,23,5,2
"Underwood  Rue, 5901",406892,3,5,1
"Tisbury  Avenue, 9327",397616,84,5,2
"Bales  Boulevard, 9160",335895,92,5,3
"Beaumont  Road, 798",114243,62,2,2
"Carlton  Pass, 9903",306501,90,1,3
"Chalcot  Avenue, 7365",331017,93,1,3
"St. Pauls  Vale, 1686",290346,99,4,2
"Railroad Route, 1467",188870,10,4,3
"Mariner  Avenue, 6503",235310,66,4,1
"Berry  Drive, 2025",471949,86,3,3
"Howard Street, 109",496920,68,1,3
"Gathorne   Lane, 6086",332669,69,1,2
"Collins  Crossroad, 2614",410468,41,5,3
"North Alley, 2127",169127,54,3,3
"Coley  Drive, 5964",109405,1,4,1
"Biggerstaff   Vale, 3154",241341,55,1,3
"Elba  Road, 7835",487412,57,4,2
"Egerton  Lane, 1366",251628,63,1,3
"Sheringham   Walk, 7283",109652,61,1,3
"Sherwood  Road, 4961",353395,31,2,1
"Timothy  Drive, 3758",438602,78,5,2
"Heritage Grove, 2927",488023,69,2,1
"Blanchard  Grove, 6839",223275,57,2,1
"Longmoore   Hill, 2926",470086,3,1,2
"Adams  Tunnel, 2978",166501,56,2,2
"Chambers  Pass, 5844",430667,16,3,1
"Fairview Grove, 1592",466112,85,4,3
"Bellenden  Walk, 2891",385084,83,1,2
"Cheltenham  Alley, 9299",388939,92,4,1
"Black Friars   Drive, 7144",110087,99,4,1
"Marina  Alley, 5391",231989,89,1,3
"Chamberlain  Vale, 89",131452,42,4,2
"St. Pauls  Road, 5142",377917,21,1,2
"Belfort  Rue, 928",161111,78,1,1
"Thorndike   Grove, 7911",435166,93,5,3
"Buttonwood Pass, 3402",472132,0,3,1
"Callcott   Lane, 5721",273113,98,3,2
"Bond Street, 4048",400749,67,2,1
"Bocking   Grove, 1575",99336,1,4,3
"Chesterfield  Street, 3251",273033,84,4,3
"Bales  Vale, 7905",144290,61,3,3
"Clissold  Avenue, 7510",411226,49,3,2
"Capeners  Route, 765",165162,49,5,1
"Underwood  Street, 8283",498205,66,3,1
"Glenwood Tunnel, 2",111776,91,5,3
"Blanchard  Way, 5698",75063,96,2,3
"Beaconsfield  Route, 3069",283096,17,2,2
"Edwin   Tunnel, 2397",206476,79,3,3
"Abbey   Drive, 2135",480996,93,3,1
"Badric  Pass, 6654",311536,65,4,1
"Tiptree   Avenue, 2002",288981,53,3,2
"West Avenue, 4780",266531,24,5,3
"Kinglake  Pass, 7894",105203,40,4,1
"Liverpool  Route, 980",65275,82,4,2
"Virginia Way, 9367",284843,52,2,1
"Calverley  Road, 8165",164002,93,3,1
"Thorndike   Pass, 4765",360456,65,1,1
"Abbey   Crossroad, 4585",161990,95,1,1
"Camley   Alley, 4971",370288,87,4,1
"Wadham  Hill, 9592",370669,59,5,1
"Betton  Drive, 8692",261539,19,5,1
"Carolina  Way, 3440",129333,52,2,2
"Sheraton   Avenue, 2730",308457,4,5,2
"Bective  Boulevard, 5415",79121,85,1,2
"Addison  Avenue, 9772",76915,34,1,1
"Fairholt   Way, 7787",391605,36,5,2
"South Vale, 5354",207302,34,3,1
"Rivervalley Rue, 1383",296542,87,4,3
"Mariner  Boulevard, 4053",204518,72,4,2
"Sherlock   Route, 1165",131016,35,2,3
"Falconberg   Avenue, 8151",355562,3,1,2
"Linden Road, 7151",276881,63,3,1
"Edwin   Crossroad, 5119",261669,35,3,1
"Boldero   Route, 4157",337109,25,1,2
"Bethwin  Grove, 1695",494887,6,2,1
"Balham   Boulevard, 8687",429779,60,2,2
"Bletchley   Rue, 8391",89253,20,2,1
"Clyde Way, 7096",52415,90,4,2
"Aylward   Route, 410",397369,95,1,2
"Carlton  Hill, 5155",310126,19,5,2
"Bagford   Way, 6263",388238,15,4,3
"Blue Anchor  Hill, 5507",74147,80,1,1
"Bempton   Grove, 9831",117724,63,3,1
"Cable    Crossroad, 721",339034,24,1,3
"Carpenter Boulevard, 5091",54605,33,4,1
"Church Alley, 2537",388244,85,4,2
"Bacton   Avenue, 7182",118557,97,1,3
"Battersea   Hill, 4275",299933,41,3,2
"Bempton   Hill, 1094",459470,65,2,2
"Baltic  Road, 435",261384,46,2,3
"Charnwood   Pass, 3988",404863,85,4,1
"Longmoore   Route, 4899",172730,98,5,1
"Angrave    Alley, 4548",466871,6,3,1
"Clyde Vale, 8416",137485,48,5,2
"Queen Caroline   Rue, 6825",277613,87,5,3
"Fairbairn  Road, 7667",298864,93,3,2
"Camberwell  Way, 6371",351737,24,3,2
"Boleyn  Way, 5433",231436,82,4,3
"Carlton  Hill, 5941",219118,73,3,3
"Belfort  Walk, 7668",99904,4,2,3
"Blore  Rue, 3733",109592,92,4,1
"Bayberry Street, 5238",157482,41,1,2
"Battersea   Vale, 1026",70978,21,5,1
"Wager   Vale, 1772",139776,96,3,2
"Rail Crossroad, 5596",140760,13,3,3
"Adderley   Vale, 2708",455246,3,3,1
"Glenwood Alley, 1370",191873,42,3,2
"Beatty  Rue, 643",423044,48,4,2
"Bagford   Street, 9328",484701,7,5,3
"Buttonwood Drive, 372",180139,63,3,1
"North Crossroad, 1461",128623,34,1,1
"Sherlock   Road, 8841",292635,18,5,1
"Hamilton  Avenue, 3727",338786,70,2,2
"Elia   Boulevard, 9344",481245,71,2,1
"Enderby   Alley, 261",403916,81,3,3
"Edwin   Lane, 6542",115973,61,3,2
"Oxford Road, 4268",451279,87,3,1
"Fairfield  Rue, 6474",470206,25,5,3
"Victoria Rise Street, 2164",332842,81,1,3
"Aberavon  Crossroad, 7526",216160,52,3,2
"Clifton  Pass, 4951",89681,86,5,3
"Chelsea Manor  Avenue, 666",426137,77,5,2
"Udall   Route, 8526",303468,60,4,2
"Timothy  Grove, 5180",411542,36,3,1
"Biggerstaff   Rue, 5224",209855,12,4,3
"Sherwood  Vale, 8455",226491,82,1,1
"Glenwood Vale, 7926",64394,21,2,2
"Beechen  Lane, 8059",461982,74,1,3
"Geffrye   Drive, 2847",275796,55,4,1
"Woodland Hill, 4806",344448,13,4,2
"Epworth  Road, 1711",400273,52,1,1
"Arthur  Pass, 7713",118029,5,4,3
"Tiptree   Pass, 4397",222036,71,1,2
"Blean   Hill, 8903",172690,57,1,3
"Bacon  Boulevard, 3776",83852,61,1,1
"Queen Way, 1372",146946,90,5,3
"Virginia Avenue, 3506",274120,89,2,1
"Caslon   Road, 2720",237004,72,5,1
"Bocking   Tunnel, 5057",478105,2,1,3
"Marischal  Route, 760",249662,69,3,3
"Lexington Boulevard, 1669",418227,15,4,3
"Endsleigh  Hill, 7745",357170,71,5,3
"Apostle  Alley, 6596",450375,19,2,2
"Glenwood Way, 2641",443355,73,2,3
"Aylward   Tunnel, 544",138933,92,1,3
"Arline    Alley, 5972",306666,15,1,2
"Calverley  Pass, 2687",188897,32,5,1
"Arthur  Grove, 5539",276199,25,3,3
"Bendall   Lane, 9440",238476,36,1,3
"King William  Pass, 4849",404992,63,1,2
"Maple Alley, 3193",68453,7,1,2
"Kimberley  Drive, 5654",235765,40,4,3
"Billing  Avenue, 6949",353361,74,1,1
"Parkfields Rue, 1516",404632,4,3,2
"Chatsworth  Walk, 5197",360415,87,4,1
"Glenwood Street, 4616",131469,38,1,3
"Chester      Route, 61",480632,38,1,2
"Chestnut Rise Walk, 1148",449730,1,3,3
"Rivervalley Vale, 2529",64532,57,1,3
"Clavell   Road, 7229",290160,8,3,2
"King William  Street, 4930",210911,90,2,1
"Ashley Vale, 8310",343973,37,1,3
"Chambers  Route, 8014",436470,14,3,3
"Cavell   Street, 1488",414047,97,5,3
"Buttonwood Tunnel, 4232",186015,55,5,3
"Viscount   Way, 5307",98777,16,3,1
"Heritage Grove, 3790",141517,6,1,1
"Bedford  Lane, 6748",474399,5,3,1
"Blanchard  Boulevard, 5485",468102,41,3,3
"Mariner   Route, 3510",419476,16,5,2
"Cephas  Tunnel, 7503",488377,98,5,1
"Bicknell  Walk, 6056",457998,78,3,3
"Bury  Pass, 3591",274490,34,4,2
"Burton  Drive, 1793",389708,90,1,1
"Canon Road, 3823",456271,26,4,3
"Liverpool  Lane, 9688",80424,74,1,1
"Castle Drive, 225",334100,12,2,2
"Cardinal Drive, 3222",420689,8,5,2
"Arthur  Hill, 2193",87107,61,5,3
"Calverley  Street, 39",284840,69,5,3
"Bacton   Route, 4312",316684,60,2,3
"Howard Vale, 1236",402328,94,4,2
"Cedarne  Alley, 791",130816,87,2,2
"Glenwood Pass, 9850",110106,26,3,3
"Spruce Road, 1095",240696,41,4,3
"Dunton  Lane, 2311",266518,61,5,1
"Marischal  Alley, 2995",352388,22,3,3
"Yorkshire  Lane, 3423",419669,48,2,2
"Bedford  Grove, 4590",198879,82,5,1
"Carlisle  Road, 3592",288772,86,3,2
"Garfield Crossroad, 6984",169382,54,1,3
"Mariner  Rue, 4616",69800,4,1,2
"Sheringham   Walk, 6022",468385,44,2,3
"Bocking   Walk, 1503",401385,93,5,1
"Lexington Lane, 1414",210658,89,2,3
"Pine Way, 5561",471370,23,3,3
"Ashley Drive, 2868",402460,74,4,1
"Blenkarne  Pass, 6008",242412,15,3,3
"Pine Hill, 4844",326337,18,4,2
"Fawn Boulevard, 6869",116203,85,3,1
"Berriman  Road, 9932",142154,83,5,3
"West Crossroad, 9975",135992,16,2,3
"Coley  Hill, 9293",385252,79,2,1
"Elf  Alley, 3223",74282,86,3,1
"Belfort  Way, 6360",448863,20,1,1
"Linda   Way, 2228",194554,49,1,1
"Castlereagh   Avenue, 4230",56966,43,4,2
"Cheney  Pass, 4021",76260,29,1,1
"Elia   Rue, 1508",483866,56,4,1
"Belmore  Route, 3047",484878,20,4,2
"Cliff  Pass, 4237",184568,22,4,2
"Hammersmith  Lane, 385",247026,67,3,3
"Armory  Street, 8279",458489,1,1,3
"Caxton  Alley, 3571",472247,37,2,2
"St. Jamess  Vale, 491",151990,2,1,3
"Catherine  Drive, 7592",78420,31,4,2
"Berry  Alley, 5263",447810,21,1,2
"Bell    Avenue, 587",136927,61,4,3
"Earl Rise Alley, 3607",436505,49,5,2
"Cheney  Drive, 2112",342392,36,1,3
"Balfe   Alley, 8445",362662,47,2,1
"Boleyn  Crossroad, 543",119652,0,5,3
"Cobden  Drive, 335",235159,35,5,2
"Ensign   Route, 2043",419336,62,5,3
"Berriman  Boulevard, 2343",433404,14,4,3
"Rivervalley Street, 4983",111144,38,5,3
"Belmont Park Boulevard, 7040",271202,99,3,1
"Kinglake  Street, 2383",54865,20,2,2
"Bendall   Way, 8739",433694,41,1,3
"Bagford   Walk, 3028",434820,36,1,1
"West Hill, 2756",483842,1,4,3
"Eaglet  Avenue, 3292",336407,46,5,1
"Carlisle  Drive, 8411",476708,25,3,3
"Castle Way, 2832",487316,65,5,3
"Andsell    Route, 6363",329125,33,5,1
"Cobden  Drive, 468",132160,63,4,2
"Yoakley Hill, 2162",477107,32,4,2
"Bacton   Grove, 9068",101843,59,3,1
"Ensign   Drive, 9921",212064,90,5,2
"Egerton  Rue, 162",109616,94,5,2
"Dunsley  Walk, 7656",329324,85,1,2
"Carltoun   Alley, 227",200881,12,2,2
"Aberavon  Pass, 5050",381803,41,1,3
"North Road, 8223",379021,71,5,1
"Spruce Street, 8165",219886,81,5,3
"Victoria  Vale, 4944",382460,33,4,3
"Beaconsfield  Drive, 249",399705,61,5,1
"Church Avenue, 3951",290630,88,4,1
"Arline    Drive, 8894",116006,18,2,1
"Apsley    Street, 9576",191510,45,5,1
"Bekesbourne   Road, 9984",83732,25,5,1
"Antrobus   Walk, 9539",94708,2,5,3
"Chesterfield  Grove, 8427",468340,12,4,3
"Clarks  Way, 5921",116377,37,4,1
"Becklow  Alley, 4626",119710,7,5,2
"Blake  Route, 4597",333915,86,1,2
"Coal Wharf  Lane, 474",121764,50,2,1
"Bethwin  Alley, 3848",202122,14,2,2
"Coalecroft  Route, 9273",443097,29,5,1
"Aspen Avenue, 9443",480397,99,3,1
"Blanchard  Route, 2987",166092,70,2,1
"Beatty  Hill, 9879",440338,26,5,3
"Empress  Alley, 8167",467832,54,5,1
"King Hill, 7573",304730,3,2,2
"Colombo   Alley, 2030",281137,82,5,3
"Collent   Alley, 801",245111,7,2,3
"Tisbury  Lane, 62",63942,10,2,3
"Marischal  Vale, 280",254907,52,1,1
"College  Hill, 6918",355431,93,4,1
"Colombo   Walk, 3538",248290,89,2,1
"Abbey   Pass, 4949",260115,64,2,1
"Carnegie   Pass, 5350",466155,99,4,1
"Elia   Vale, 583",183167,89,4,3
"Lonsdale  Route, 7547",111122,70,3,2
"Elystan  Rue, 5903",147186,12,3,2
"East Hill, 9883",446835,73,5,1
"Carol   Vale, 7538",475852,0,1,2
"Canning  Boulevard, 1447",497421,49,2,2
"Gate   Pass, 3311",475907,84,4,2
"Egerton  Drive, 7087",440927,7,4,2
"Cobden  Alley, 4140",122587,81,4,3
